file,page,context
2025-11-26__4931570776904702952__October 2025 PFAS sample results.msg.pdf,18,log: 13C5-PFPeA 86.730.3 ng/L 11/04/2025 8.732 40-130Isotope Dilution Analog: 13C6-PFDA 85.77.48 ng/L 11/04/2025 8.732 30-130Isotope Dilution Analog: 13C7-PFUnA 84.97.42 ng/L 11/04/2025 17.46 40-130Isotope Dilution Analog: 13C8-PFOA 86.815.2 ng/L 11/04/2025 16.73 40-130Isotope Dilution Analog: 13C8-PFOS 83.213.9 ng/L 11/04/2025 17.46 40-130Isotope Dilution Analog: 13C8-PFOSA 10718.7 ng/L 11/04/2025 8.732 40-130Isotope Dilution Analog: 13C9-PFNA 84.07.33 ng/L 11/04/2025 2370 50-200Isotope Performance Standard: 18O2-PFHxS 1403310 ng/L 11/04/2025 17.46 10-130Isotope Dilution Analog: d3-NMeFOSA 77.513.5 ng/L 11/04/2025 Lab Work Order # 2510354 Page 16 of 18Page 16 of 18
2025-11-26__4931570776904702952__October 2025 PFAS sample results.msg.pdf,18,alog: 13C6-PFDA 85.77.48 ng/L 11/04/2025 8.732 30-130Isotope Dilution Analog: 13C7-PFUnA 84.97.42 ng/L 11/04/2025 17.46 40-130Isotope Dilution Analog: 13C8-PFOA 86.815.2 ng/L 11/04/2025 16.73 40-130Isotope Dilution Analog: 13C8-PFOS 83.213.9 ng/L 11/04/2025 17.46 40-130Isotope Dilution Analog: 13C8-PFOSA 10718.7 ng/L 11/04/2025 8.732 40-130Isotope Dilution Analog: 13C9-PFNA 84.07.33 ng/L 11/04/2025 2370 50-200Isotope Performance Standard: 18O2-PFHxS 1403310 ng/L 11/04/2025 17.46 10-130Isotope Dilution Analog: d3-NMeFOSA 77.513.5 ng/L 11/04/2025 Lab Work Order # 2510354 Page 16 of 18Page 16 of 18
2025-12-16__3158526991311105464__MI0020257_2025-11-01_to_2025-11-30_DMR.pdf.pdf,7,ER YEAR MO DAY Permit Number: MI0020257 v7.0 DMR Version: 1 Generated: 12/16/2025 11:34 AM Page 7 of 9 11/20/2025 11/21/2025 11/22/2025 11/23/2025 11/24/2025 0.50 0.00621 11/25/2025 11/26/2025 11/27/2025 11/28/2025 11/29/2025 11/30/2025 Set: 6 of 7 Parameter Perfluorooctan e Sulfonate (PFOS) Chloride Sulfate Fecal Coliform Fecal Coliform Total Suspended Solids Minimum % Removal pH Mon. Loc. Final Effluent (1) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Fecal Daily Percent Removal (K) Final Effluent (1) Limit (Report) ng/L (Report) mg/L (Report) mg/L 400 #/100mL (Report) #/100mL (Report) % 6.5 SU Stat. Base Maximum Daily Maximum Daily Maximum Daily Max 7-Day Geometric Mean Maximum Daily Minimum Daily % Removal Minimum Daily 11/1/2025 *g 1
2025-12-16__3158526991311105464__MI0020257_2025-11-01_to_2025-11-30_DMR.pdf.pdf,14,*** ***** ***** *g *g Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-01-15__6508160864504021266__MI0020257_2025-12-01_to_2025-12-31_DMR.pdf.pdf,6,6 of 9 12/27/2025 12/28/2025 12/29/2025 14.00 12/30/2025 12/31/2025 Set: 5 of 7 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lbs/day (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 12/1/2025 *g *g *g *g *g 12/2/2025 12/3/2025 0.50 0.00671
2026-01-15__6508160864504021266__MI0020257_2025-12-01_to_2025-12-31_DMR.pdf.pdf,14,*** ***** ***** *g *g Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-02-12__-4926414550211924092__HQK-A647-67DN7_v1.pdf.pdf,2,issues. The table lists the Acronym and Chemical Abstract Service ( CAS ) number for each analyte. Full parameter names and additional information can be found in the PFAS Minimum Required Laboratory Analyte List . Parameter: CAS Number: Results (ng/L): Data Qualifier: Comments (As Needed): PFOS 1763-23-1 <1.6 PFOA 335-67-1 <1.6 PFNA 375-95-1 <1.6 PFHxS 355-46-4 <1.6 HFPO-DA 13252-13-6 <0.94 PFBS 375-73-5 5.1 PFHxA 307-24-4 4.8 PFTeA 376-06-7 <0.26 PFTriA 72629-94-8 <0.31 PFDoA 307-55-1 <0.33 PFUnA 2058-94-8 <0.34 PFDA 335-76-2 <0.35 PFHpA 375-85-9 <1.6 PFPeA 2706-90-3 <3.1 PFBA 375-22-4 <6.3 PFDS 335-77-3 <0.46 PFNS 68259-12-1 <0.44 PFHpS 375-92-8 <0.41 PFPeS 2706-91-4 <0.25 PFOSA 754-91-6 <0.3 FtS 8:2 39108-34-4 <2.4 FtS 6:2 27619-97-2 <1.5 FtS 4:2 757124-72-4 <1.5 N-EtFOSAA 2991-50-
2026-02-12__-4926414550211924092__HQK-A647-67DN7_v1.pdf.pdf,2,3-6 <0.94 PFBS 375-73-5 5.1 PFHxA 307-24-4 4.8 PFTeA 376-06-7 <0.26 PFTriA 72629-94-8 <0.31 PFDoA 307-55-1 <0.33 PFUnA 2058-94-8 <0.34 PFDA 335-76-2 <0.35 PFHpA 375-85-9 <1.6 PFPeA 2706-90-3 <3.1 PFBA 375-22-4 <6.3 PFDS 335-77-3 <0.46 PFNS 68259-12-1 <0.44 PFHpS 375-92-8 <0.41 PFPeS 2706-91-4 <0.25 PFOSA 754-91-6 <0.3 FtS 8:2 39108-34-4 <2.4 FtS 6:2 27619-97-2 <1.5 FtS 4:2 757124-72-4 <1.5 N-EtFOSAA 2991-50-6 <0.42 N-MeFOSAA 2355-31-9 <1.6 11Cl-PF3OUdS 763051-92-9 <1.3 9Cl-PF3ONS 756426-58-1 <1.1 ADONA 919005-14-4 <0.76 PFDoS 79780-39-5 <0.33 NMeFOSA 31506-32-8 <0.52 NEtFOSA 4151-50-2 <0.31 NMeFOSE 24448-09-7 <2.8 NEtFOSE 1691-99-2 <3.7 NFDHA 151772-58-6 <0.8 PFEESA 113507-82-7 <0.79 PFMPA 377-73-1 <0.59 PFMBA 863090-89-5 <0.46 3:3 FTCA 356-02-5 <2 5:3 FTCA 914637-49-3 <5.3 2/12/2026 7:48:03 A
2026-02-12__-5578812166437150195__26.01.PFAS.EDD.Pace.xlsx.pdf,2,2026 MJL 9Cl-PF3ONS 756426-58-1 1050261 1049892 1/28/2026 MJL PFUnA 2058-94-8 1050261 1049892 1/28/2026 MJL 5:3 FTCA 914637-49-3 1050261 1049892 1/28/2026 MJL PFEESA 113507-82-7 1050261 1049892 1/28/2026 MJL PFHpS 375-92-8 1050261 1049892 1/28/2026 MJL PFDoS 79780-39-5 1050261 1049892 1/28/2026 MJL PFOS 1763-23-1 1050261 1049892 1/28/2026 MJL NMeFOSAA 2355-31-9 1050261 1049892 1/28/2026 MJL PFMPA 377-73-1 1050261 1049892 1/28/2026 MJL PFDS 335-77-3 1050261 1049892 1/28/2026 MJL PFOSA 754-91-6 1050261 1049892 1/28/2026 MJL PFNA 375-95-1 1050261 1049892 1/28/2026 MJL 6:2 FTS 27619-97-2 1050261 1049892 1/28/2026 MJL NEtFOSAA 2991-50-6 1050261 1049892 1/28/2026 MJL PFHxS 355-46-4 1050261 1049892 1/28/2026 MJL PFOA 335-67-1 1050261 1049892 1/28/2026 MJL HFPO-DA 13252-13-6 1050261 1049892 1/28/2026
2026-02-12__-5578812166437150195__26.01.PFAS.EDD.Pace.xlsx.pdf,2,61 1049892 1/28/2026 MJL PFHpS 375-92-8 1050261 1049892 1/28/2026 MJL PFDoS 79780-39-5 1050261 1049892 1/28/2026 MJL PFOS 1763-23-1 1050261 1049892 1/28/2026 MJL NMeFOSAA 2355-31-9 1050261 1049892 1/28/2026 MJL PFMPA 377-73-1 1050261 1049892 1/28/2026 MJL PFDS 335-77-3 1050261 1049892 1/28/2026 MJL PFOSA 754-91-6 1050261 1049892 1/28/2026 MJL PFNA 375-95-1 1050261 1049892 1/28/2026 MJL 6:2 FTS 27619-97-2 1050261 1049892 1/28/2026 MJL NEtFOSAA 2991-50-6 1050261 1049892 1/28/2026 MJL PFHxS 355-46-4 1050261 1049892 1/28/2026 MJL PFOA 335-67-1 1050261 1049892 1/28/2026 MJL HFPO-DA 13252-13-6 1050261 1049892 1/28/2026 MJL 8:2 FTS 39108-34-4 1050261 1049892 1/28/2026 MJL PFPeS 2706-91-4 1050261 1049892 1/28/2026 MJL 11Cl-PF3OUdS 763051-92-9 1050261 1049892 1/28/2026 MJL NEtFOSA 4151-50-2 1050261 104
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,6,"ng/L 1.6 01/28/26 22:58 EPA 1633 PFHxA 4.8 ng/L 1.6 01/28/26 22:58 EPA 1633 PFBA 3.3J ng/L 6.3 01/28/26 22:58 EPA 1633 PFPeA 1.0J ng/L 3.1 01/28/26 22:58 EPA 1633 PFHpA 0.39J ng/L 1.6 01/28/26 22:58 EPA 1633 PFHxS 0.65J ng/L 1.6 01/28/26 22:58 I EPA 1633 PFNA 0.33J ng/L 1.6 01/28/26 22:58 EPA 1633 PFOS 1.1J ng/L 1.6 01/28/26 22:58 EPA 1633 PFOA 1.2J ng/L 1.6 01/28/26 22:58 SUMMARY OF DETECTION Project: Effluent PFAS Pace Project No.: 50422857 4171 40th St. SE Pace Analytical Services, LLC Grand Rapids, MI 49512 (616)975-4500 REPORT OF LABORATORY ANALYSIS This report shall not be reproduced, except in full, without the written consent of Pace Analytical Services, LLC. Date: 02/04/2026 03:20 PM 4 6 of 16 50422857"
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,7,8/26 22:58 113507-82-7 0.79 PFHpS <0.41 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 375-92-8 0.41 PFMBA <0.46 ng/L 3.1 1 01/28/26 07:57 01/28/26 22:58 863090-89-5 0.46 PFMPA <0.59 ng/L 3.1 1 01/28/26 07:57 01/28/26 22:58 377-73-1 0.59 PFNS <0.44 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 68259-12-1 0.44 PFOSA <0.30 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 754-91-6 0.30 PFPeA 1.0J ng/L 3.1 1 01/28/26 07:57 01/28/26 22:58 2706-90-3 0.44 PFPeS <0.25 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 2706-91-4 0.25 PFDoA <0.33 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 307-55-1 0.33 PFHpA 0.39J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 375-85-9 0.35 PFHxS 0.65J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 355-46-4 I 0.42 PFNA 0.33J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 375-95-1 0.31 PFOS 1.1J ng/L 1.6 1 01/28/26 07:
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,7,01/28/26 22:58 2706-91-4 0.25 PFDoA <0.33 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 307-55-1 0.33 PFHpA 0.39J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 375-85-9 0.35 PFHxS 0.65J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 355-46-4 I 0.42 PFNA 0.33J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 375-95-1 0.31 PFOS 1.1J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 1763-23-1 0.52 PFOA 1.2J ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 335-67-1 0.45 PFTeDA <0.26 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 376-06-7 0.26 PFTrDA <0.31 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 72629-94-8 0.31 PFUnA <0.34 ng/L 1.6 1 01/28/26 07:57 01/28/26 22:58 2058-94-8 0.34 Surrogates 13C2-PFDoA (S) 71 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 13C3HFPO-DA (S) 67 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C3-PFBS (S) 71 %. 40-135 1 01/28/
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,8,4-PFHpA (S) 71 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C5-PFHxA (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C5-PFPeA (S) 71 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C6-PFDA (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C8-PFOA (S) 71 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C8-PFOS (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C8-PFOSA (S) 69 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C9-PFNA (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 d3-MeFOSAA (S) 78 %. 40-170 1 01/28/26 07:57 01/28/26 22:58 d3-NMeFOSA (S) 49 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 d5-EtFOSAA (S) 79 %. 25-135 1 01/28/26 07:57 01/28/26 22:58 d5-NEtFOSA (S) 50 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 d7-NMeFOSE (S) 82 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 d9-NEtFOSE (S) 79 %. 10-130 1 0
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,8,C5-PFHxA (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C5-PFPeA (S) 71 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C6-PFDA (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C8-PFOA (S) 71 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C8-PFOS (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C8-PFOSA (S) 69 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 13C9-PFNA (S) 73 %. 40-130 1 01/28/26 07:57 01/28/26 22:58 d3-MeFOSAA (S) 78 %. 40-170 1 01/28/26 07:57 01/28/26 22:58 d3-NMeFOSA (S) 49 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 d5-EtFOSAA (S) 79 %. 25-135 1 01/28/26 07:57 01/28/26 22:58 d5-NEtFOSA (S) 50 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 d7-NMeFOSE (S) 82 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 d9-NEtFOSE (S) 79 %. 10-130 1 01/28/26 07:57 01/28/26 22:58 13C2-PFTA (S) 60 %. 10-130 1 0
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,9,"01/28/26 20:47 PFHxA ng/L <0.31 1.6 0.31 01/28/26 20:47 PFHxS ng/L <0.43 1.6 0.43 01/28/26 20:47 PFMBA ng/L <0.47 3.2 0.47 01/28/26 20:47 PFMPA ng/L <0.60 3.2 0.60 01/28/26 20:47 PFNA ng/L <0.32 1.6 0.32 01/28/26 20:47 PFNS ng/L <0.44 1.6 0.44 01/28/26 20:47 PFOA ng/L <0.46 1.6 0.46 01/28/26 20:47 PFOS ng/L <0.53 1.6 0.53 01/28/26 20:47 PFOSA ng/L <0.31 1.6 0.31 01/28/26 20:47 PFPeA ng/L <0.44 3.2 0.44 01/28/26 20:47 PFPeS ng/L <0.26 1.6 0.26 01/28/26 20:47 QUALITY CONTROL DATA Project: Effluent PFAS Pace Project No.: 50422857 4171 40th St. SE Pace Analytical Services, LLC Grand Rapids, MI 49512 (616)975-4500 REPORT OF LABORATORY ANALYSIS This report shall not be reproduced, except in full, without the written consent of Pace Analytical Services, LLC. Results presented on this page are in the"
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,9,"1 01/28/26 20:47 PFHxS ng/L <0.43 1.6 0.43 01/28/26 20:47 PFMBA ng/L <0.47 3.2 0.47 01/28/26 20:47 PFMPA ng/L <0.60 3.2 0.60 01/28/26 20:47 PFNA ng/L <0.32 1.6 0.32 01/28/26 20:47 PFNS ng/L <0.44 1.6 0.44 01/28/26 20:47 PFOA ng/L <0.46 1.6 0.46 01/28/26 20:47 PFOS ng/L <0.53 1.6 0.53 01/28/26 20:47 PFOSA ng/L <0.31 1.6 0.31 01/28/26 20:47 PFPeA ng/L <0.44 3.2 0.44 01/28/26 20:47 PFPeS ng/L <0.26 1.6 0.26 01/28/26 20:47 QUALITY CONTROL DATA Project: Effluent PFAS Pace Project No.: 50422857 4171 40th St. SE Pace Analytical Services, LLC Grand Rapids, MI 49512 (616)975-4500 REPORT OF LABORATORY ANALYSIS This report shall not be reproduced, except in full, without the written consent of Pace Analytical Services, LLC. Results presented on this page are in the units indicated by the ""Units"" column e"
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,10,130 01/28/26 20:47 13C4-PFHpA (S) %. 39 40-130 01/28/26 20:47 ES0 13C5-PFHxA (S) %. 38 40-130 01/28/26 20:47 ES0 13C5-PFPeA (S) %. 39 40-130 01/28/26 20:47 ES0 13C6-PFDA (S) %. 39 40-130 01/28/26 20:47 ES0 13C7-PFUdA (S) %. 42 30-130 01/28/26 20:47 13C8-PFOA (S) %. 39 40-130 01/28/26 20:47 ES0 13C8-PFOS (S) %. 38 40-130 01/28/26 20:47 ES0 13C8-PFOSA (S) %. 29 40-130 01/28/26 20:47 ES0 13C9-PFNA (S) %. 39 40-130 01/28/26 20:47 ES0 d3-MeFOSAA (S) %. 35 40-170 01/28/26 20:47 ES0 d3-NMeFOSA (S) %. 23 10-130 01/28/26 20:47 d5-EtFOSAA (S) %. 34 25-135 01/28/26 20:47 d5-NEtFOSA (S) %. 24 10-130 01/28/26 20:47 d7-NMeFOSE (S) %. 26 10-130 01/28/26 20:47 d9-NEtFOSE (S) %. 26 10-130 01/28/26 20:47 5460851 LABORATORY CONTROL SAMPLE: Parameter Units Spike Conc. LCS Result LCS % Rec % Rec Limits Qualifiers
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,10,01/28/26 20:47 ES0 13C5-PFHxA (S) %. 38 40-130 01/28/26 20:47 ES0 13C5-PFPeA (S) %. 39 40-130 01/28/26 20:47 ES0 13C6-PFDA (S) %. 39 40-130 01/28/26 20:47 ES0 13C7-PFUdA (S) %. 42 30-130 01/28/26 20:47 13C8-PFOA (S) %. 39 40-130 01/28/26 20:47 ES0 13C8-PFOS (S) %. 38 40-130 01/28/26 20:47 ES0 13C8-PFOSA (S) %. 29 40-130 01/28/26 20:47 ES0 13C9-PFNA (S) %. 39 40-130 01/28/26 20:47 ES0 d3-MeFOSAA (S) %. 35 40-170 01/28/26 20:47 ES0 d3-NMeFOSA (S) %. 23 10-130 01/28/26 20:47 d5-EtFOSAA (S) %. 34 25-135 01/28/26 20:47 d5-NEtFOSA (S) %. 24 10-130 01/28/26 20:47 d7-NMeFOSE (S) %. 26 10-130 01/28/26 20:47 d9-NEtFOSE (S) %. 26 10-130 01/28/26 20:47 5460851 LABORATORY CONTROL SAMPLE: Parameter Units Spike Conc. LCS Result LCS % Rec % Rec Limits Qualifiers 11Cl-PF3OUdS ng/L 150 119 79 55-160 3:3 FTCA n
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,11,SA ng/L 70.4 57.1 81 70-140 PFHpA ng/L 38.4 32.5 85 70-150 PFHpS ng/L 38.4 31.2 81 70-150 PFHxA ng/L 38.4 32.1 84 70-145 PFHxS ng/L 35.2 26.7 76 65-145 PFMBA ng/L 80 65.7 82 60-150 PFMPA ng/L 80 64.4 80 55-140 PFNA ng/L 38.4 31.5 82 70-150 PFNS ng/L 38.4 32.2 84 65-145 PFOA ng/L 38.4 31.8 83 70-150 PFOS ng/L 38.4 29.9 78 55-150 PFOSA ng/L 38.4 33.2 86 70-145 PFPeA ng/L 80 64.3 80 65-135 PFPeS ng/L 38.4 28.8 75 65-140 PFTeDA ng/L 38.4 34.1 89 60-140 PFTrDA ng/L 38.4 32.3 84 65-140 PFUnA ng/L 38.4 31.7 83 70-145 13C2-PFDoA (S) %. 86 10-130 13C2-PFTA (S) %. 77 10-130 13C24:2FTS (S) %. 114 40-200 13C26:2FTS (S) %. 99 40-200 13C28:2FTS (S) %. 96 40-300 13C3-PFBS (S) %. 102 40-135 13C3-PFHxS (S) %. 102 40-130 13C3-PFPrA (S) %. 107 5-130 13C3HFPO-DA (S) %. 101 40-130 13C4-PFBA (S) %. 105 5-130 13C4-P
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,11,HpA ng/L 38.4 32.5 85 70-150 PFHpS ng/L 38.4 31.2 81 70-150 PFHxA ng/L 38.4 32.1 84 70-145 PFHxS ng/L 35.2 26.7 76 65-145 PFMBA ng/L 80 65.7 82 60-150 PFMPA ng/L 80 64.4 80 55-140 PFNA ng/L 38.4 31.5 82 70-150 PFNS ng/L 38.4 32.2 84 65-145 PFOA ng/L 38.4 31.8 83 70-150 PFOS ng/L 38.4 29.9 78 55-150 PFOSA ng/L 38.4 33.2 86 70-145 PFPeA ng/L 80 64.3 80 65-135 PFPeS ng/L 38.4 28.8 75 65-140 PFTeDA ng/L 38.4 34.1 89 60-140 PFTrDA ng/L 38.4 32.3 84 65-140 PFUnA ng/L 38.4 31.7 83 70-145 13C2-PFDoA (S) %. 86 10-130 13C2-PFTA (S) %. 77 10-130 13C24:2FTS (S) %. 114 40-200 13C26:2FTS (S) %. 99 40-200 13C28:2FTS (S) %. 96 40-300 13C3-PFBS (S) %. 102 40-135 13C3-PFHxS (S) %. 102 40-130 13C3-PFPrA (S) %. 107 5-130 13C3HFPO-DA (S) %. 101 40-130 13C4-PFBA (S) %. 105 5-130 13C4-PFHpA (S) %. 100 40-130 13C5-PF
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,12,"5460851 LABORATORY CONTROL SAMPLE: Parameter Units Spike Conc. LCS Result LCS % Rec % Rec Limits Qualifiers 13C6-PFDA (S) %. 102 40-130 13C7-PFUdA (S) %. 102 30-130 13C8-PFOA (S) %. 101 40-130 13C8-PFOS (S) %. 95 40-130 13C8-PFOSA (S) %. 78 40-130 13C9-PFNA (S) %. 103 40-130 d3-MeFOSAA (S) %. 91 40-170 d3-NMeFOSA (S) %. 65 10-130 d5-EtFOSAA (S) %. 86 25-135 d5-NEtFOSA (S) %. 66 10-130 d7-NMeFOSE (S) %. 70 10-130 d9-NEtFOSE (S) %. 70 10-130 QUALITY CONTROL DATA Project: Effluent PFAS Pace Project No.: 50422857 4171 40th St. SE Pace Analytical Services, LLC Grand Rapids, MI 49512 (616)975-4500 REPORT OF LABORATORY ANALYSIS This report shall not be reproduced, except in full, without the written"
2026-02-12__1874461106224616627__26.01.PFAS.Pace.pdf.pdf,12,"5460851 LABORATORY CONTROL SAMPLE: Parameter Units Spike Conc. LCS Result LCS % Rec % Rec Limits Qualifiers 13C6-PFDA (S) %. 102 40-130 13C7-PFUdA (S) %. 102 30-130 13C8-PFOA (S) %. 101 40-130 13C8-PFOS (S) %. 95 40-130 13C8-PFOSA (S) %. 78 40-130 13C9-PFNA (S) %. 103 40-130 d3-MeFOSAA (S) %. 91 40-170 d3-NMeFOSA (S) %. 65 10-130 d5-EtFOSAA (S) %. 86 25-135 d5-NEtFOSA (S) %. 66 10-130 d7-NMeFOSE (S) %. 70 10-130 d9-NEtFOSE (S) %. 70 10-130 QUALITY CONTROL DATA Project: Effluent PFAS Pace Project No.: 50422857 4171 40th St. SE Pace Analytical Services, LLC Grand Rapids, MI 49512 (616)975-4500 REPORT OF LABORATORY ANALYSIS This report shall not be reproduced, except in full, without the written consent of Pace Analytical"
2026-02-13__-6034143549699434901__MI0020257_2026-01-01_to_2026-01-31_DMR.pdf.pdf,6,Page 6 of 9 1/27/2026 1/28/2026 1/29/2026 1/30/2026 9.30 1/31/2026 Set: 5 of 7 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lbs/day (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 1/1/2026 1/2/2026 1/3/2026 0.50 0.00545 1/4/2026 1/5/2026
2026-02-13__-6034143549699434901__MI0020257_2026-01-01_to_2026-01-31_DMR.pdf.pdf,14,***** ***** <0.0 <0.0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** 1.1 ng/L 3X Annually Grab
2026-03-11__8102816380018443357__MI0020257_2026-02-01_to_2026-02-28_DMR.pdf.pdf,5,6 2/23/2026 2/24/2026 2/25/2026 2/26/2026 8.90 2/27/2026 2/28/2026 Set: 5 of 7 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lb/d (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L
2026-03-11__8102816380018443357__MI0020257_2026-02-01_to_2026-02-28_DMR.pdf.pdf,13,*** ***** ***** *g *g Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
